'local_id','created','content','score','username'
'322072','','Em mua chiếc laptop LOQ bên tgdđ vào hôm 09/2 đến hôm 15/2 thì máy phát sinh lỗi loa có tiếng rè và đến hôm nay mang qua cửa hàng nơi đã mua địa chỉ ở Nghĩa Xuyên, Trung Hoà, Yên Mỹ, Hưng Yên để nhân viên kiểm tra và đã phát hiện có lỗi nhưng không áp dụng chính sách lỗi 1 đổi 1 và bắt buộc phải mang lên hãng để thẩm định trong khi thời gian em mua máy đến bây giờ còn chưa đầy 15 ngày. Em đã qua lại đến 2 lần nhưng vẫn chưa giải quyết được vấn đề. Vậy thế chính sách lỗi 1 đổi 1 của bên cửa hàng đưa ra để lùa khách ạ Trong khi kiểm tra lỗi đã hiện ra rõ ràng và khách hàng cũng đưa ra bằng chứng cụ thể mà nhân viên bên cửa hàng vẫn lòng vòng và đưa ra phương án giải quyết gây bất lợi cho khách hàng Lúc mua thì hỗ trợ nhiệt tình nhưng đến lúc bảo hành thì vòng vo chối bỏ không áp dụng theo chính sách đã đề ra là sao Quyền lợi của khách chỉ xuất hiện trên mặt chữ thôi ạ','1','Vũ Công Đoàn'
'322072','','Trừ pin cực yếu ra thì mọi thứ đều ổn','5','Nguyen Nhut'
'322072','','Pin sạc 80% Conservation Mode rút sạc , để chế độ Balance + Hybrid Mode Auto, độ sáng 50% xài Chrome làm việc gg sheet , máy chỉ chạy card on, mà không trụ được 1h là sao vậy mọi người, pin báo 38 độ, lần đầu xài laptop gaming thấy thời lượng pin như vậy hơi hụt hẫng, máy mới sạc chưa tới 20 lần, có phải lỗi pin ko ạ','3','Dung Le'
'322072','','Mình mới mua được 1 tháng. Nhưng có 1 lỗi là khi chơi game LOL hay Valorant thì không dùng được các nút di chuyển bằng A,D,S trên bàn phím. Mong được hỗ trợ.','3','XUÂN ANH'
'322072','','pin sieu yếu','3','lê văn trường'
'322072','','Sao pin yếu vậy. Chơi game đúng 30p tròn là còn 10%','2','Vũ Bách'
'322072','','Cắm sạc pin 100%, khi chơi game thì bị tuột % pin vậy Có cách nào khắc phục không.','4','Thanh Tâm'
'322072','','Sao laptop lenovo loq mình mới mua dù sạc đầy 100% pin và cắm sạc nhưng chơi game vẫn tụt % pin vậy','4','Phan Duy Mạnh'
'322072','','Sao laptop lenovo loq mình mới mua dù sạc đầy 100% pin và cắm sạc nhưng chơi game vẫn tụt % pin vậy','3','Hoàng Triết'
'322072','','Cấu hình ổn, tản nhiệt tốt.','5','Lê Đình Hiếu'
'322072','','mình mua dc 2 tuần cứ đôi lúc là liệt một vài nút','3','NGUYEN TAN DAT'
'322072','','Laptop chất lượng cao, giá hợp lý, hiệu năng mạnh, tản nhiệt tốt, chơi game chỉ 60 độ khi GPU 100%.','5','Phúc'
'322072','','Rất ok. Cấu hình, chất lượng như quảng cáo','5','ĐỖ NGUYÊN LỘC'
'322072','','Vỏ laptop dễ bị xước đen. làm cách nào để khắc phục','3','Nguyên'
'322072','','mới mua sao không sử dụng được chuột cảm ứng nhỉ','3','Linh'
'322072','','','5','VAN PHU QB'
'322072','','','5','Nguyễn Đăng Định'
'322072','','','5','Em Đạt'
'322072','','','5','Hiên Anh'
'322072','','','5','Công'
'311176','','Cập nhật xong màn đen mà máy vẫn chạy, máy chạy rất to mua dòng này muốn k chạy to như dell mà k khác gì dell','1','Thu Huyền'
'325500','','Mới mua được 2 tháng thì sạc không vô, hư cổng sạc mà bảo hành thì phải chờ nửa tháng, công việc chậm trễ rồi sao. Đành phải mua sạc 60W sạc qua cổng C dùng tạm. QC độ bền chuẩn quân đội mà v đó','2','Quang'
'325500','','Máy mới mua mà chậm kinh khủng. Không nên mua nha mọi người.','1','Thanh'
'325500','','Nhân viên tư vấn không trung thực, không tư vấn cho tôi máy được giảm giá trừ trực tiếp vào giá máy, mà nói là tặng tôi phụ kiện nhưng thực tế là tôi mua để họ bán phụ kiện. Gian dối trong lúc thu tiền, nói với tôi là tài khoản của thế giới di động bị lỗi, để chúng tôi phải chuyển tiền vào tài khoản nhân viên shop. Gian dối thu thừa tiền của tôi. Cài máy tính thì ko chia tách ổ, office rất tồi. Tôi rất thất vọng. Tôi mới mua tối qua 4/10','1','Bùi Thị Tâm'
'325500','','Máy ổn nhưng hỗ trợ phần mềm office quá chán, chắc không mua lại laptop đmx hay tgdd','1','Linh'
'325500','','Dùng tạm ổn. Pin khá trâu. Mỗi tội chip hơi đuối. Dùng bình thường cũng thi thoảng giật lag. Mới mua được 3 ngày mà đang dùng bình thường tự nhiên nó vào bios như này cũng k biết tại sao','4','Phạm Quang Huy'
'322222','','Máy để chế độ sleep khoảng 12 tiếng sẽ bị nóng máy, bật không lên ngay mà phải chờ 1 lúc rồi ấn enter liên tục thì mới chập chờn nháy logo mấy lần mới lên được Nhấn mạnh là máy sẽ rất nóng và quạt tản nhiệt lúc này sẽ không chạy. Pin thì không hao nhiều nên để chế độ sleep không bị tốn pin. Do tính chất công việc nên gần như mình sẽ không tắt laptop mà chỉ để chế độ sleep. Rõ ràng có một cái lỗi lớn đáng báo động như thế nhưng mình không hề biết cho đến khi dùng nó, sau khi báo lại nhân viên thì lấy lý do là tại win 11 nên tất cả các máy đều sẽ bị như thế và không có giải pháp nào Mình có đề xuất hạ bản win hoặc xóa bớt app nhưng đều bị cho là không khả thi. Không thể hiểu nổi rõ ràng đây là một cái lỗi lớn nhưng cách giái quyết thì như kiểu đây là điều hiển nhiên trong khi máy mới dùng đâu đó 1 tuần.Trừ lỗi đó ra hiện tại tất cả chức năng khác đều ổn. Chắc là dùng cái máy này thì chỉ nên để chế độ Sleep khoảng 15 phút đổ lại còn không thì tắt hẳn máy luôn. Đây là một trải nghiệm tồi, chắc mình sẽ có cái nhìn khác về Acer vè TGDĐ, lần sau chắc có mua thì sẽ chỉ là giá rẻ','1','Pham Dung'
'322222','','Mua sản phẩm vào tháng 09/2024 đến tháng 02/2025 máy bị hư hỏng, không mở nguồn được. Đem về trạm bảo hành, trạm bảo bị oxy hóa main, phần này lỗi do bị dô nước. Máy mình sử dụng rất kỹ, thế mà bảo dô nước kiểu gì không hiểu. Thế là không được bảo hành. Muốn sử dụng phải thay main, trị giá 14 triệu, hơn cả tiền mua máy. Thế là mất cả chì lẫn chày. Sẽ không 1 lần nào mua hãng Acer này nữa, và cũng sẽ khuyến cáo người thân bạn bè không mua. Sản phẩm chất lượng quá tệ, chỉ biết đổ cho người dùng.','1','Lê Văn Đối'
'322222','','trong tâm gia nay thi ryzen 7 5800u đap ưng qua đu cho tac vu hăng ngay, pin tương đôi tôt nêu sư dung tac vu nhe như word, excel, ppt. May không phu hơp cho chơi game năng vê câu hinh vi không co card gpu rơi, nhưng con lai nhưng game 2d hay thâm chi minecraft Ryzen 7 5800u lam rât tôt. Man hinh đu dung, net, loa tương đôi nho chi phu hơp cho văn phong hoăc phong ngu. Ban phim không co đen nên nhưng sư dung tôt, khoan cach phim dê tiêp cân, hanh trinh phim ngăn, đu dung cho hăng ngay, trackpad size vưa, sư dung tôt. chât liêu hoan thiên hoan toan băng nhưa nên chip ryzen co đôi luc cam giac nong nhưng không bao h qua 70 đô C. co sac type c song song vơi đâu AC. mưc đô hoan thiên kha, tuy lam băng nhưa nhưng đu cưng cap, kha năng nâng câp kem, ca CPU va RAM đêu han chêt vao board. noi chung 12tr đu sưc sai tac vu hăng ngay. 9đ','5','Long Hoang'
'322222','','không có gì nổi trội hết','3','Hải Đăng'
'322222','','Mới mua con này hôm 23/9 mà hôm sau giá giảm thêm 500k tiếc ghê. Về hiệu năng thì trong tầm giá này con này có cấu hình ok nhất rồi. Mỗi tội bàn phím bấm cứng hơi nông và quạt kêu hơi to. 9/10','4','Nguyễn Huy Tuấn'
'322222','','','5','bùi tấn đô'
'310449','','Đã mua và sử dụng hơn 1 tháng cảm nhận máy chạy tốt, êm mượt, cấu hình tốt trong tầm tiền.Lúc mua máy này tại ĐMX được giảm 600k đổi điểm thi tốt nghiệp THPT QG và giá bán và được tặng 1 năm gói Microsoft 365.Rất cảm ơn anh Hùng tại ĐMX thị trấn Mỏ Cày Nam Bến Tre hỗ trợ, tư vấn nhiệt tình cho em mẫu laptop này ạ','5','Trần Minh Hiếu'
'310449','','Tạm thôi','3','Bùi Đức Tâm'
'310449','','Tạm ổn','3','Lê Thuyền'
'310449','','Mình dùng 3 ngày thấy ổn ạ đợi vài tháng nữa mới cảm nhận dc hết ạ.','4','Đức Thịnh'
'310449','','','4','Duyên'
'310449','','','4','A Trung'
'310449','','','5','Hoàng Tiến Dũng'
'328237','','Cho em hỏi là sản phẩm này được bảo hành phần mềm trọn đời đúng không ạ','5','Đức Mạnh'
'328237','','cho e hỏi lắp thêm ổ cứng được ko ạ','5','trần đức anh'
'328237','','Máy nóng máy chưa cài thêm ứng dụng nào nhưng khởi động chậm, mới mua được 33 ngày mà hôm nay phải gửi lên hãng để bảo hành thời gian bảo hành tới 15 ngày . thấy nhân viên báo lỗi Win.','3','Hồ Viết Thân'
'328237','','cấu hình cũng như thiết kế khá ổn, tuy nhiên thời gian khởi động máy khá lâu, nhấn nút nguồn xong khoảng 10s sau mới sáng được màn hình, làm mình cứ tưởng là ấn ko ăn phím nguồn','4','Nguyễn Thắng'
'328237','','Máy khá gọn so vs một chiếc laptop 16 inch thông thường, mua về để xem phim ms phát hiện độ phủ màn hình có 45%, hơi tiếc chổ này thôi còn lại ổn','5','Ngô Hằng Ni'
'328237','','Máy ngoại hình văn phòng, nhưng hiệu năng gaming, mua máy này để dùng cho công việc là dư sức. Tuy nhiên máy mới mua có thời gian khởi động chậm. Tuy đã cắm sạc rồi mới mở máy nhưng khoảng 10s mới lên nguồn.','4','Andy'
'328237','','Mượt mà mọi tác vụ, hơi nóng máy, pin tuột hơi nhanh, sd liên tục tầm 3 4 tiếng','4','Hồ Huỳnh Đức'
'328237','','Loa hơi nhỏ thôi, máy xài ok ạ','4','Vivi'
'328237','','máy rất mượt, hơi nóng xíu, tổng thể rất ok mượt, đẹp','5','Hiếu'
'328237','','Mới mua dùng thấy ổn. Máy chạy êm, chạy đa nhiệm tốt','5','thanh dat'
'328237','','','5','Nguyễn Văn Quân'
'326861','','con này nâng cấp tối đa ssd là bao nhiêu','5','Tâm'
'326861','','Mình mới mua máy tháng trước 19/03. Có chọn gói khuyến mãi gói Microsoft 365 Personal 1 user 32bit/x64 All Languages APAC EM. Có nhờ nhân viên nhập key cho mình vào tài khoản microsoft nhưng nay mở word lên báo active key. Thì mình liên hệ ai để được hỗ trợ ạ. Vấn đề là mình truy cập xem lại chi tiết đơn hàng mua key thì ko có lưu key mình đã mua nên không có cách nào check lại.','4','Trương Quang Ánh'
'326861','','Sao chơi game đột kích nó bị văng ra khỏi màn hình thế á , khó chịu thật sự','5','Thế Lâm'
'326861','','Cho em hỏi chiếc này Win 11 là bản quyền đúng không ạ. Nay máy tính báo activate window.','5','Chu Thanh Tùng'
'326861','','máy mới mua nhưng mỗi lần quạt tản nhiệt khởi động phát tiếng tẹc','3','Mai Văn Giang'
'326861','','Pin sao nhanh hết quá z có cách nào khắc phục hk','3','Trương quốc vĩ'
'326861','','pin nhanh tụt quá','4','Hà'
'326861','','Máy choi game nóng qa','4','Tâm'
'321467','','','5','Hoài'
'282827','','Em có mua MacBook Air m2 bên mình, tất cả mọi thứ đều ổn nhưng sao mấy hôm nay em mở máy bằng 1 tay bản lề nó hơi bị cứng xíu mở không được ạ','5','Nguyen Trong Nhan'
'282827','','Tốt','5','Nguyễn Phương Nam'
'282827','','ad cho e hỏi e mới mua MacBook chiều hôm qua 24/3 , vì day la lần đầu sài Mac e su dụng đc tầm 10 phút , nhé 2 3 bài nhạc là phía dưới máy nóng lắm , e co cần đem máy lên cho minh kiêm tra ko ạ .','3','Đỗ Mộng Kiều Oanh'
'282827','','Phục vụ kém','1','Trúc'
'282827','','Máy chạy quá nhanh. Màn hình đẹp. Phục vụ TGDD quá tuyệt vời.','5','Cao Thanh Tùng'
'282827','','Tốt','4','Lê Anh Khoa'
'282827','','Tôi mua macbook Air M2 qua sử dụng ở tgdd đã được hơn 1 tuần, còn bảo hành đến 19/7/2024, nhưng check nhiều lần thì trên hệ thống không nhận ra thời gian bảo hành còn lại.Trường hợp này phải làm sao','5','Hồ Thanh Nhàn'
'282827','','Sạc pin hay bị ko vào điện','3','Khê Thị Ngọc Liễu'
'282827','','mình mua máy từ đầu tháng 7/2023 nhưng nay màn hình bị vấn đề ám màu, nhìn rất là khó chịu luôn í.','2','Linh'
'282827','','Máy đẹp sử dụng làm việc nhanh gọn thiết kế sang trọng đáng mua.','5','Nguyễn Nhựt Minh'
'282827','','tuyệt','5','Lê Đức Trí'
'282827','','Tốt','5','Hoàng Thị Thuỳ Linh'
'282827','','Ok','5','Anh Hoà'
'282827','','sp tốt','5','Trần Nguyễn Thanh Maii'
'282827','','Mượt như Sunsilk nha . Ngon hơn nyc . Màu ánh starlight này sang xịn mịn','5','Phương Anh'
'282827','','Good','5','Anh Khánh'
'282827','','sd rất oke lun','5','Nguyễn Bảo Hồng'
'282827','','Mình cảm thấy rất hài lòng ạ.','5','Em Phượng'
'282827','','Sản phẩm tốt','5','Nguyễn Thị Ánh Hồng'
'282827','','Máy đẹp chạy tốt.','4','PHÙNG KIM CƯƠNG'
'282827','','Tốt','5','Quý'
'282827','','Tốt','4','Chị Thủy'
'282827','','Tốt','5','Trí Dũng'
'282827','','Được','5','Giang'
'282827','','Rất nhiệt tình. Và sản phẩm tốt','5','nguyễn đam ninh'
'282827','','rất đẹp, phục vụ rất hài lòng','5','Vũ Ngọc Hải'
'282827','','Tuyet voi','5','Chị An'
'282827','','Ok','5','Nguyễn Trung Kiên'
'282827','','Pin sài lâu','4','Trung'
'282827','','Tạm ổn xài tốt','4','Đoàn'
'282827','','tốt','5','Chị Nhung'
'282827','','Ok','5','Nguyễn Quang Đại'
'282827','','ok','5','Mai'
'282827','','tốt,đẹp','5','Anh Nguyên'
'282827','','OK','5','Trang'
'282827','','Xài ngon, hơi bám vân tay, chạy ổn, pin trâu','5','Anh Tuấn Anh'
'282827','','Máy đẹp, chất lượng, rất hài lòng','5','Thu Hiền'
'282827','','Sản phẩm rất tốt và đẹp','5','Nguyễn Ngọc Quân'
'282827','','Mượt mà','4','Phú'
'282827','','.','5','Duy'
'282827','','Máy đẹp. Đúng màu mình thích. 2 tuần trải nghiệm ok Nhân viên nhiệt tình.','5','Trinh'
'282827','','Mình đặt hàng và thanh toán online, nhân viên giao hàng tận tâm nhiệt tình. cẩn thận khi giao hàng. máy đẹp dùng xin xò. mua lúc xả kho đc giá ưu đãi 1tr là quá mãn nguyện','5','Bình'
'282827','','Ok','5','La Ta'
'282827','','mượt lắm, màu máy rất ưng','5','Bình'
'282827','','Tôi rất hài long','5','Nguyễn Vững Bền'
'282827','','Ok. Hàng chất lượng tốt.','5','Đỗ Thị Như Ngọc'
'282827','','Trước khi mua mình có tham khảo một số bạn làm YouTube đánh giá không cao về MacBook Air M2 nhưng sau 2 tuần trải nghiệm thật sự không hối tiếc về quyết định của mình.','5','Chị Vân'
'282827','','Tốt','4','Tiến'
'282827','','Tốt','4','Tiến'
'282827','','Good.','5','Nguyễn Quang Duy'
'282827','','Siêu đỉnh. Đáng đồng tiền bát gạo','5','Trung'
'282827','','Rất ngon','5','Anh Thiện'
'282827','','Good!!','5','Danh Cuong Anh'
'282827','','Sản phẩm rất tốt','5','Anh Linh'
'282827','','Tốt','4','Anh Thiện'
'282827','','Lần đầu xài mac, cảm thấy rất mượt, chuột có nhiều tính năng rất hay','5','Danh Cuong Anh'
'282827','','','5','Nguyễn Ngọc Quỳnh'
'282827','','','5','Nguyễn Hoàng Vinh'
'282827','','','5','Tường'
'282827','','','5','Nguyễn Thị Yến Nhi'
'282827','','','5','Dương Quốc Thái'
'282827','','','5','Lý Quốc Sự'
'282827','','','5','Chu Đình Dương'
'282827','','','5','LÊ HOÀI THU'
'282827','','','5','Ngọc'
'282827','','','3','Đạt huỳnh'
'282827','','','5','Nguyễn Ngọc Lâm'
'282827','','','4','Quyên'
'282827','','','4','Nguyễn Quang Tường'
'282827','','','5','ANH NGUYỄN VĂN PHÚ'
'282827','','','4','Minh'
'282827','','','5','Phuc'
'282827','','','4','Anh Thắng'
'282827','','','4','Việt'
'282827','','','5','Bùi Đức Nhã'
'282827','','','5','Đinh Minh Trí'
'282827','','','4','Thịnh'
'282827','','','4','Phạm Quỳnh An'
'282827','','','5','Nguyễn Tấn Nhất Duy'
'318163','','Màn hình bị lỗi có bảo hành đucowj không','4','Nui'
'318163','','Lap dùng ổn khi chơi game, làm tác vụ văn phòng mượt, điểm trừ i5 sử dụng hơi nóng, thời lượng pin hơi bị tuộc nhanh phải chăn là dòng Gaming nó như thế, còn lại thì vẫn ổn đối với tôi là vậy','4','Nguyễn Chí Vỹ'
'318163','','Không nên mua con này.Dùng vài tháng đã sạc không vô, loa lúc nghe lúc không rồi sập nguồn luôn, bảo hành hãng thay cả mainBản lề yếu, màn hình rung ring. Cam không hổ trợ face ID','2','Cường'
'318163','','Tốt đáng mua','5','Nguyễn Chí Tâm'
'318163','','','5','Nguyễn Xuân Toàn'
'318163','','','4','Trần Thị Ngọc Khuyên'
'328906','','Tác vụ văn phòng tốt.mua đúng ngày cuối giảm giá hỗ trợ vùng bão lũ máy còn 8tr900','5','Phạm Thu Hảo'
'330932','','Máy khởi động nhanh . OK','4','Nguyễn Tiến Đạt'
'330932','','Mặc dù cấu hình gấp 4 lần cái pc build 10 củ hồi 2 năm trc nhưng trải nghiệm vẫn k mượt bằng','4','Nguyễn Vũ Nhân'
'322082','','M mua máy được 28 ngày khi tắt máy xong.lúc cần bật lại máy báo lỗi tắt máy và báo cài lại win.tôi muốn biết chính sách bảo hành như nào ạ','3','Bùi Thị Thùy Anh'
'322082','','Giá rẻ tốt, máy chạy siêu êm, hôm mình mua có chuwong trình cho tân sinh viên nên được giảm rất nhiều','5','MAI HỮU BẰNG'
'322082','','Máy ngon, giá rẻ. Trải nghiệm tốt. Nhân viên tư vấn chuyên nghiệp','5','Phan Thanh Hồng'
'322082','','Mới mua đc 2 ngày thì giá máy lại giảm 500k, mất giá nhanh giữ vậy sao','3','Trịnh quốc huy'
'333103','','','5','Phạm Huyền'
'317704','','dùng được tầm 2 tháng mà dùng ít vài ngày mới dùng 1 lần mở máy lên lâu phải tầm 1015s','3','quỳnh'
'317704','','hàng ok ạ. máy chạy trơn tuồn tuột + mát.','5','Nguyen Quoc Tung'
'317704','','Sp nhỏ, gọn, tiện lợi','4','Nguyễn Thị Thảo Linh'
'317704','','Ok','5','Minh Tuyết'
'317704','','Chất lượng rất tệ.','1','Chị Hằng'
'317704','','','4','Anh Phiện'
'314630','','máy mình mua hình như bên trong linh kiện bị rơi vì mỗi lần mình cất laptop vào balo thì khi nâng máy lên và nghiêng máy có tiếng vật gì lăn trong máy. Ngoài ra đèn bàn phím mình có phím space không sáng đèn','3','Phan Bá Đạt'
'314630','','Laptop mình dùng phải có sạc mới mở được còn khi rút sạc là tắt là sao vậy ad','3','Đinh Võ Quốc Việt'
'314630','','Máy sài được 6 tháng thì gim vào thì máy sài được rút ra thì cúp nguồn pin không hiện','3','Nguyễn Thị Nhu Mỹ'
'314630','','Máy đẹp nhưng hay bị lỗi wifi, tôi không đánh giá cao sự phục vụ của nhân viên cửa hàng ở đây.','3','Huỳnh Vũ Tường'
'314630','','mình vừa mua chiều nay, khi mở cùng lúc tab google meet đã tắt mic và tắt cam và youtube thì bên youtube không thể nghe nhạc được, âm thanh tệ hơn lúc bình thường và bị mất tiếng nhạc nền, chỉ nghe được tiếng hát nhưng cũng bị rè. Mong được hỗ trợ ạ','3','Nguyễn Thị Kiều Loan'
'314630','','Máy dùng ok, nhưng cắm sạc phải xoay ngược xoay xuôi mới nhận. Cho mình hỏi máy này lấy cục sạc type C sạc được không và nên mua cục sạc type C có thông số như thế nào','3','Hoàng Văn Lộc'
'314630','','máy rất ổn nhưng cũng một số trục trặc','4','Lê Văn Phúc'
'314630','','mặt kê tay và phần mặt bàn phím bị trầy rất nhiều mặc dù có vệ máy rất kĩ xước dăm và mình sử dụng được 4 tháng, tróc sơn nhanh lởm chởm còn lại sử dụng rất ngon lâu lâu bị khựng nhẹ nhưng không đáng kể nếu tài chính tầm 17tr thì em này có i5 gen 13 + rtx 2050+ ram 16gb sẵn thì hợp lí rồi ngoại hình đẹp nhưng dễ trầy xước','2','Lê Văn Dũng'
'314630','','Con chị sử dụng cũng OK lắm.','5','Nguyễn Thị Hồng Mai'
'314630','','nút f5 trên máy là giảm độ sáng màn hình, làm sao chỉnh cho nó thành refresh lại ạ','5','Bùi Cát Vũ'
'314630','','Khi ghim sạc vỏ máy bị rò điện, khi sờ tay vào có cảm giác bị tê tay. Vừa mua 25/02/2024, cái này do máy bị lỗi hay là máy nào cũng vậy ad.','4','Tân'
'314630','','Máy dùng ổn trong phân khúc nhưng Mình nghĩ nên bỏ cái balo đi. Vì cái balo là nguyên nhân gây xước máy ae ạ. Cái balo thiết kế nhìn chắc chắn nhưng phần đáy có 2 con ốc rất sắc cạnh. Mà không lót xốp ở đáy chỉ có 1 lớp vải mỏng nên khi để lap con ốc cọ vào gây xước và móp máy ae để ý nhé.','4','Anh Ngô Vũ Việt Hoàng'
'314630','','Mới mua mà làm có cái excel đơn giản mà cũng lỗi , loa rè luôn','2','Lê Thị Song Hương'
'314630','','Mới xài nên thấy ổn ok','4','Nguyễn Thị Bích Chăm'
'314630','','Máy mình khi call video thì mở thêm tab youtube sẽ bị lọc mất nhạc nền. Chuyển tab màn hình trắng như zalo thì sẽ bị mờ mờ nhẹ rồi mới hiện rõ','3','TRẦN THỊ TUỆ'
'314630','','Rất tốt, nhân viên nhiệt tình, tư vấn các gói khuyến mãi và giảm giá...','5','Trần Tiến Đạt'
'314630','','có ai dùng cpuz kiểm tra ram có hiển thị dual không mn minh ktra thì nó chỉ hiển thị 16gb không hiện gì khác thêm. mình mua laptop ngày 24/11','4','Hữu'
'314630','','dạ rất tốt cấu hình cũng rất mạnh mẽ mượt mà trong phân khúc ạ','5','Đỗ Ngọc Uyên'
'314630','','good','5','Nghiệp'
'314630','','Máy build ngon, cứng cáp, cấu hình ổn, màn hình đẹp + trackpad to, nhiệt độ giới hạn ở 60 70 độ C nhưng game vẫn khoẻ.Vấn đề là, trên page TGDĐ ghi rằng còn hỗ trợ 1 khe SSD M.2 NVME Gen 4 nhưng khi mình mở ra check thì chỉ có Gen 3 thôi. Mong TGDĐ ghi rõ thông tin hơn lần sau.','5','Ngô Ngọc Cường'
'314630','','Tốt.','5','Anh Chính'
'314630','','','4','Lê Tất Lâm'
'314630','','','4','A Hưng'
'314630','','','4','Anh Vũ'
'314630','','','5','Bùi Anh Tuấn'
'314630','','','5','Tuấn An'
'314630','','','5','Anh Chính'
'314630','','','3','Nguyễn Văn Chí'
'314630','','','5','Lê Thành Phú'
'326279','','','5','Phan Hồng Quân'
'330162','','Ko nghĩ máy dùng phần mềm AI ko nổi lunn á Vào phần mềm đc xíuu thì bắt đầu giật lagXong tới bữa nay là đơ hết máy lunNhiều lúc đang deadline mà lag như z rat bức xúc Máy mới mua hồi tháng 11 2024 chỉ cài vài phần mềm thiết kế 2D','2','Đỗ Nguyễn Minh Đức'
'325247','','Lỗi nhiều không nên mua.','1','Nguyễn Hoàng'
